STATUS	DISPLAY_TEXT	DELETED	LAST_UPDATE	CUSTNO	DUETO	IS_INSURANCE	ORDER_INDEX	UPDATE_USER	CREATE_USER	ENTERED	DEL_USER	DEL_DATE
10113350	MEDICAL RECORDS SENT TO %s	N	04/04/2025 17:38:19	10032172	I	Y	49	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113351	APPEAL CONFIRMED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	18	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113352	DENIED-NOT COVERED BY THIS PAYOR-CONTRACTOR	N	04/04/2025 17:38:19	10032172	I	N	43	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113353	MEDICAL RECORDS APPEAL NEEDED AT %s	N	04/04/2025 17:38:19	10032172	I	Y	50	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10113354	CLAIM MAILED TO %s	N	04/04/2025 17:38:19	10032172	I	Y	30	derrick.vantage	derrick.vantage	03/21/2025 22:02:59		
10109619	BENEFITS ISSUE RESOLVED AT %s	N	03/19/2025 10:45:32	10031998	I	Y	8	stephaniereveloop	shamika.vantage	03/02/2025 20:09:11		
10109622	APPEAL NEEDED AT %s	N	03/19/2025 10:45:32	10031998	I	Y	3	stephaniereveloop	shamika.vantage	03/02/2025 20:09:11		
10109623	BILLING HOLD-BENEFITS ISSUE	N	03/19/2025 10:45:32	10031998	I	N	10	stephaniereveloop	shamika.vantage	03/02/2025 20:09:11		
10109642	APPEAL SENT TO %s	N	03/19/2025 10:45:32	10031998	I	Y	4	stephaniereveloop	shamika.vantage	03/02/2025 20:09:11		
10109648	APPROVED TO PAY AT %s	N	03/19/2025 10:45:32	10031998	I	Y	5	stephaniereveloop	shamika.vantage	03/02/2025 20:09:11		
10109658	CORRECTED CLAIM NEEDED AT %s	N	03/19/2025 10:45:32	10031998	I	Y	19	stephaniereveloop	shamika.vantage	03/02/2025 20:09:11		
10109660	CLAIM FAXED TO %s	N	03/19/2025 10:45:32	10031998	I	Y	16	stephaniereveloop	shamika.vantage	03/02/2025 20:09:11		
10109670	CLAIM MAILED TO %s	N	03/19/2025 10:45:32	10031998	I	Y	17	stephaniereveloop	shamika.vantage	03/02/2025 20:09:11		
10109679	CREDENTIALING DOCS SENT TO %s	N	03/19/2025 10:45:32	10031998	I	Y	20	stephaniereveloop	shamika.vantage	03/02/2025 20:09:11		
10109682	ADMINISTRATIVE ADJUSTMENT	N	03/19/2025 10:45:32	10031998	P	N	0	stephaniereveloop	shamika.vantage	03/02/2025 20:09:11		
10109684	AUTH APPEAL NEEDED AT %s	N	03/19/2025 10:45:32	10031998	I	Y	6	stephaniereveloop	shamika.vantage	03/02/2025 20:09:11		
